open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1766700000000,12.31,12.312,12.064,12.129,684005.1,1766703599999,8330854.97752,28784,316582.08,3852616.24802,0
1766703600000,12.13,12.181,11.976,12.055,1163269.42,1766707199999,14032752.87502,37735,543690.85,6559491.62194,0
1766707200000,12.054,12.113,12.014,12.106,712022.31,1766710799999,8587173.07247,25150,340830.94,4110836.05865,0
1766710800000,12.106,12.179,12.088,12.171,345822.91,1766714399999,4199769.49183,13351,155751.54,1891610.52298,0
1766714400000,12.17,12.539,12.161,12.389,2218696.48,1766717999999,27538963.63962,63005,1157343.61,14364261.96476,0
1766718000000,12.389,12.426,12.336,12.385,573721.14,1766721599999,7101731.87271,21685,326769.75,4045549.83591,0
1766721600000,12.386,12.449,12.313,12.431,500401.71,1766725199999,6196569.73092,17390,262040.79,3245403.41946,0
1766725200000,12.431,12.453,12.375,12.436,404005.79,1766728799999,5011559.33994,13646,219554.52,2723216.28633,0
1766728800000,12.436,12.453,12.394,12.416,430882.69,1766732399999,5355096.56235,15464,200024.00,2486133.79488,0
1766732400000,12.417,12.478,12.319,12.342,501652.38,1766735999999,6220303.90939,17539,256655.64,3183409.05551,0
1766736000000,12.343,12.415,12.336,12.384,366925.37,1766739599999,4541263.77754,12664,192516.05,2382661.27970,0
1766739600000,12.384,12.458,12.366,12.434,369519.65,1766743199999,4587448.72822,13216,202585.00,2514872.95502,0
1766743200000,12.434,12.458,12.417,12.448,240876.03,1766746799999,2996143.32081,9653,116162.51,1445061.78219,0
1766746800000,12.448,12.448,12.401,12.41,209689.76,1766750399999,2604735.58322,9029,88666.25,1101467.33565,0
1766750400000,12.41,12.457,12.406,12.445,228396.48,1766753999999,2839689.02004,9147,130995.78,1628627.80697,0
1766754000000,12.445,12.485,12.426,12.46,279542.46,1766757599999,3482473.89105,11793,158681.69,1976855.75643,0
1766757600000,12.461,12.494,12.108,12.141,1793990.61,1766761199999,22008241.34296,50772,857057.85,10513993.58342,0
1766761200000,12.14,12.214,12.037,12.166,1798647.27,1766764799999,21804112.57095,58883,915702.30,11100753.62414,0
1766764800000,12.167,12.211,12.109,12.124,543700.6,1766768399999,6618865.36994,25307,234967.63,2861279.28841,0
1766768400000,12.124,12.252,12.123,12.194,395316.44,1766771999999,4820188.37328,20258,204437.88,2492859.57258,0
1766772000000,12.193,12.204,12.151,12.164,283717.67,1766775599999,3455624.31964,20751,133561.16,1626935.02286,0
